image,event,date,second,milisecond,tweek,f_min<2kHz,confidence
216,8,20180607_194215,59,780,0,0,0.669
216,9,20180607_194215,59,797,0,0,0.513
216,10,20180607_194215,59,848,0,0,0.675
216,11,20180607_194215,59,967,0,1,0.637
216,12,20180607_194215,59,991,1,1,0.305
216,13,20180607_194215,59,990,0,1,0.384
217,1,20180607_194215,68,61,0,0,0.538
217,2,20180607_194215,68,186,0,0,0.623
217,3,20180607_194215,68,291,0,0,0.629
217,4,20180607_194215,68,370,0,1,0.368
217,5,20180607_194215,68,403,0,0,0.341
217,6,20180607_194215,68,416,0,0,0.475
217,7,20180607_194215,68,460,0,0,0.532
217,8,20180607_194215,68,496,0,1,0.39
217,9,20180607_194215,68,549,0,1,0.436
217,10,20180607_194215,68,549,1,1,0.448
217,11,20180607_194215,68,930,0,0,0.569
217,12,20180607_194215,68,981,0,1,0.642
218,1,20180607_195716,91,13,0,1,0.555
218,2,20180607_195716,91,25,0,0,0.418
218,3,20180607_195716,91,93,0,0,0.319
218,4,20180607_195716,91,236,0,1,0.414
218,5,20180607_195716,91,251,0,0,0.344
218,6,20180607_195716,91,257,0,1,0.561
218,7,20180607_195716,91,365,0,1,0.707
218,8,20180607_195716,91,403,0,1,0.679
218,9,20180607_195716,91,460,0,0,0.516
218,10,20180607_195716,91,527,0,0,0.555
218,11,20180607_195716,91,928,0,0,0.732
218,12,20180607_195716,91,940,0,1,0.719
